experiment_id,total_cost,is_steady,xmeas_time,xmeas_A Feed,xmeas_D Feed,xmeas_E Feed,xmeas_A and C Feed,xmeas_Recycle Flow,xmeas_Reactor Feed Rate,xmeas_Reactor Pressure,xmeas_Reactor Level,xmeas_Reactor Temperature,xmeas_Purge Rate,xmeas_Product Sep Temp,xmeas_Product Sep Level,xmeas_Product Sep Pressure,xmeas_Product Sep Underflow,xmeas_Stripper Level,xmeas_Stripper Pressure,xmeas_Stripper Underflow,xmeas_Stripper Temp,xmeas_Stripper Steam Flow,xmeas_Compressor Work,xmeas_Reactor Coolant Temp,xmeas_Separator Coolant Temp,xmeas_Component A to Reactor,xmeas_Component B to Reactor,xmeas_Component C to Reactor,xmeas_Component D to Reactor,xmeas_Component E to Reactor,xmeas_Component F to Reactor,xmeas_Component A in Purge,xmeas_Component B in Purge,xmeas_Component C in Purge,xmeas_Component D in Purge,xmeas_Component E in Purge,xmeas_Component F in Purge,xmeas_Component G in Purge,xmeas_Component H in Purge,xmeas_Component D in Product,xmeas_Component E in Product,xmeas_Component F in Product,xmeas_Component G in Product,xmeas_Component H in Product,xmv_time,xmv_D feed load,xmv_E feed load,xmv_A feed load,xmv_A and C feed load,xmv_Compressor recycle valve,xmv_Purge valve,xmv_Separator liquid load,xmv_Stripper liquid load,xmv_Stripper steam valve,xmv_Reactor coolant load,xmv_Condenser coolant load,xmv_Agitator speed
11,87.44696989104426,True,29.775,0.24774990649491252,3283.832285713237,3999.6129265409936,8.324874523609662,32.13109160381609,45.67017974664318,2775.493515519206,64.72488830157889,125.13082353133852,0.22915306375736363,99.64017948694325,49.59233044514241,2682.890080923443,22.797129459798786,49.04122934696093,3291.1561828675995,20.751135758403944,73.22248092781471,3.515086869205979,280.4609001058651,106.38898577296023,98.92433801548626,31.98672979895389,14.616465438389644,18.763926260143972,5.416469660700005,13.733484909920781,5.65507313342426,32.63081290696242,20.636901395860267,13.589631964168294,0.5126453441124323,12.858869722717262,7.456815047228282,8.396940304530952,4.1890290574474065,0.01267224627538976,0.3256696415812044,0.1790809128211673,53.41690402226469,44.11008641552639,29.775,56.51800033340712,47.83464702503798,24.36662018804923,54.67584142582837,1.0,29.00105338984729,33.01734984842114,41.67675565261571,1.0,31.173245127944256,9.654296414638813,100.0
12,87.78572111795727,True,29.775,0.272269424833982,3467.8423277338015,4225.624521837157,8.76877489143487,31.781950556538455,46.175930183961476,2806.5665540015766,65.12397339416043,126.30174552590674,0.22221297736580475,99.3478735475306,49.65169513456529,2712.739673268986,24.143412278412818,48.87043825238432,3329.929199101931,21.846448502165043,72.90137073019287,3.950182653260927,278.9237290619946,106.59557098102422,98.19953608799878,32.13231271875531,14.131522301176071,18.87330292994145,5.61759056206775,13.586511081539658,6.286197235722416,32.66843060529404,20.468252666604972,13.170745164126146,0.5611959879978942,12.22247140058473,8.406953998540024,8.207675527206533,4.081668848197425,0.014705082049497923,0.3279370877854907,0.22017339996043797,53.698917685387826,44.777447797969835,29.775,59.65457542946645,50.51931821234117,26.73129110879804,57.57902221846282,1.0,27.972878030599258,34.949979775820005,43.96579665462413,1.0,32.622492254256215,9.295620902487993,100.0
13,88.01119121418344,True,29.775,0.23317979796309157,3204.709818987879,3886.2837152079737,8.114600790180905,32.9052125830138,46.26895207104377,2756.8762873470273,64.8869997221838,121.03394626018003,0.17917135512880114,94.25747158780675,49.67298205164042,2665.0909582353434,22.0360859557993,51.41224174062827,3268.1758823164805,20.166845980797863,68.94866169369506,4.4597799842979615,283.9633407047568,102.85974080580635,95.24861166121768,32.27503478125179,15.42648091982195,18.548443930860607,5.570803259976335,16.398716622330127,3.5039483943990875,32.41204453020348,21.507585494529206,13.582698459826688,0.985406086756431,15.933522834505476,4.499634581055381,7.272351695602407,3.5930364575781275,0.01491330401978983,0.5053698915346655,0.1317228611981044,53.21357167192608,44.51492453386586,29.775,55.205831582619204,46.59055970805419,22.93908236912858,53.293474648514575,1.0,22.351911805376016,32.3763831295892,40.824552619941684,1.0,31.785676392623298,10.864594508332068,100.0
14,88.04443106660179,True,29.775,0.22522673422550327,3186.5644521789222,3878.131447936549,8.042989805967915,33.35380305763603,46.28190926927712,2762.859570919826,65.16142590916316,120.3529273828807,0.1868067676255554,93.31084764240258,50.185166331387386,2670.907882586208,21.919576673764162,52.06463638832548,3274.748379107411,20.045228150700996,68.15777231961435,4.739200338103185,284.2423929876701,102.34852534585232,94.65496948596314,32.02761310620982,15.539020386200127,18.78254092610267,5.559398726353807,16.911718406787372,3.230233953194073,32.46153282070586,21.697451952186828,14.014373266084482,1.0961330590689489,16.213565157112225,4.15287524254377,7.055590766680051,3.4767867605627587,0.012288376205753968,0.5459813511159796,0.12064956872654661,53.809586571314,43.77037579569766,29.775,54.82305054495985,46.30499613711686,22.110867232886175,52.844977521146255,1.0,23.205972896243026,32.24909918776199,40.56053604815499,1.0,31.760189679666617,10.400238594700308,100.0
15,87.29967314270493,True,29.775,0.2697753091548026,3459.4367848953275,4242.381799089166,8.779440883709777,30.50614139386919,44.982357566386966,2713.794543005502,64.82640071244592,126.47591990074245,0.25742177543102895,99.91215307005349,49.42651024720684,2622.4715247661316,24.213061102329174,49.82941484966945,3224.034446513602,21.982397570069217,73.22680849375364,3.629088328031665,270.90297991952207,106.7149769447652,96.90362737178461,32.22649038992523,12.828533443456404,18.86444365577227,5.829403908491791,14.399466723312997,6.275475882326819,32.595199319380136,18.784965890541404,13.254860856975707,0.6234907729113215,13.51084367582603,8.474959575602352,8.601005907057205,4.270904765275313,0.008618471751197286,0.3350620150736877,0.20017347432936008,54.53219723557866,44.5936352864523,29.775,59.64077942463238,50.91458538639803,26.620325395325438,57.77394618115078,1.0,33.551444179171924,35.07092390861959,43.9952334459259,1.0,32.67883538808404,9.772431272229086,100.0
16,87.1779222418073,True,29.775,0.25972384075562477,3671.434339080478,4453.729458154504,9.294848945266619,31.97017245499098,47.14926096945386,2793.010105434114,64.96107707158373,123.25592203667748,0.21156536041089452,92.22193600691406,50.058441067444164,2698.9553413033805,25.347639680438828,49.57666486176039,3318.1166258531202,22.971901650601072,66.95335435358898,4.63865717583122,277.90862435145465,102.72318834841232,92.15439026447693,32.3419255376791,14.77549081540943,18.674670786029697,5.9899454475119835,16.751359771525813,4.242410177685758,32.82964430514159,21.57625618329154,13.065073841204462,0.8599920067985727,15.803768674914641,5.661238156180656,6.768309833024477,3.2847652149674205,-5.717918383468098e-05,0.5662119235891492,0.18910094597232702,53.25359952972163,43.86772331495347,29.775,63.12894750926189,53.303076913998474,25.596012652862107,60.82277890139996,1.0,25.89576172795942,37.37113852085902,46.57577486892505,1.0,35.963147538028444,12.91385290309536,100.0
17,88.33190018681879,True,29.775,0.23953176481109745,3460.839978601959,4221.438701170067,8.715921298069508,32.52261124527948,46.994591061918854,2755.420561721921,64.9982459782295,120.0784607156507,0.19505532207894416,89.60417474365055,49.684649923129086,2662.8362761346075,23.841944389305525,51.028937241993155,3271.334960875249,21.616560585537123,64.74642809106516,4.647168579548822,279.3988174920242,100.81959211218569,90.65868598509594,32.268840421500215,14.66964684025659,18.729589149706452,6.011584237168568,18.438031344285964,2.826501245226659,32.7931444349584,21.012680923858113,13.385571999590704,1.2644324308851833,18.594079537186314,3.6995170556391854,6.333148514258909,3.0494152780508177,0.024316110206637976,0.7248508664575499,0.13836460053384325,54.72021241266445,44.22046113457495,29.775,59.29691790559377,50.46375081827525,23.57334575700461,57.25680030271976,1.0,23.926103138002162,35.35073525004472,43.92339354674088,1.0,34.72575197756892,12.964350286523961,100.0
18,87.27182806274111,True,29.775,0.26267152933181004,3609.6341717956175,4388.113875735296,9.099496872746078,31.873257051242394,46.88787318360529,2745.952571034564,65.31499846935938,121.3317785847332,0.19878134265842898,89.72791650154738,50.12821316749059,2653.036678839034,24.961500032842846,49.994775250162164,3263.2851456926496,22.57101493036034,64.75741698543372,4.740361938518527,275.36621965029167,101.22393454291652,89.825065503687,32.188499493118556,14.36767303285003,18.912427267538664,6.17886996647452,18.21599616343162,3.219794142649975,32.64002197762337,20.8956034283596,13.253795059729743,1.169652648978913,18.50326777797391,4.289933634616405,6.31061470486676,3.075732311869681,0.011530129103040961,0.7130569111416787,0.15832572216484422,54.050609654146214,43.5610930823607,29.775,62.14899411266342,52.545416116652596,25.830987600187797,59.65741009184514,1.0,24.689805277162154,37.0409724338767,45.83843658102397,1.0,36.0390734302501,12.513719318281499,100.0
19,87.55631683499726,True,29.775,0.2746408063030499,3426.045982679122,4159.12731340431,8.706864808575952,31.4661741979978,45.63185442922115,2816.308966605595,64.93208440000863,127.8129475132678,0.23748908613499348,101.95132519476634,49.94218044785214,2722.0285875532613,24.031280826326714,48.40831169081814,3340.101551048745,21.571311830991018,74.91261487641903,3.611969507987895,277.2703867452971,108.28636905222129,100.15787211589503,32.497692399169196,13.5182118875475,18.826720539348806,5.59154375606535,12.803025413364129,7.434697256547881,32.595853723267865,19.590301802837295,13.34113097838482,0.4899996544881692,11.10040001759017,9.938667553354799,8.83058866076816,4.363922059420705,-0.0013107765585404023,0.25915856882855937,0.2237495366838475,54.05838146707487,44.346010733286406,29.775,58.9352557854293,49.919918540288,27.02643672603488,56.88641762850227,1.0,30.407756861008703,34.500432921286965,43.361618411901816,1.0,31.570821757702088,8.63636233457505,100.0
20,87.34823520970136,True,29.775,0.2599000555789686,3381.9471945923688,4087.412277193883,8.534234544550769,32.035402509665936,45.919103396428824,2789.3670838365106,65.32100246716877,125.7181871077833,0.21744777055203363,99.59431213082486,49.522131815320094,2696.0293855441414,23.318583063460828,48.569301993336715,3308.4253077775293,21.214346635664622,73.15455652566223,4.0477511360113585,280.02985708388013,106.4982507340482,98.71995228047251,32.370784796047175,14.392374021758652,18.718005218142373,5.476418346238676,13.52598198430437,5.947584978631069,32.68593136336889,20.565007744293318,13.486656829701133,0.5795340434347824,12.397192211184485,7.9283499086518265,8.372301277759854,4.12785184280154,0.003977502636177624,0.31964326727256454,0.19176014170920141,53.4470215978247,43.8899812217426,29.775,58.11783480304831,48.984852552513175,25.55193866067886,56.02140138097866,1.0,27.483332086024244,33.908195931111834,42.75440958871838,1.0,31.879474636201962,9.637178323849636,100.0
21,86.72847801292475,True,29.775,0.2772975159292822,3506.8751778213073,4278.676895895742,8.891203570102334,30.561307769137226,45.1373868917931,2722.4547375329703,65.18493769548722,126.75516515526597,0.23770898371367802,99.85987616900837,49.87648292079329,2630.5170067409244,24.5857090822099,49.98289878760774,3234.7469063865387,22.152928525385214,73.15464562206748,3.5636416177561805,270.62761149528103,106.79244834332094,96.75280843243486,32.17458229943539,12.824077795830377,18.898859199323965,5.861983169333677,14.310562696579979,6.476810563849794,32.72241440490903,18.77692942013865,13.108245439413826,0.47961588118999926,13.300503715201568,8.782194715944199,8.573658652752764,4.211027181842755,-0.005829807949903421,0.3364508677120262,0.20847923053939268,53.826249598079514,44.262437632582476,29.775,60.421990514212894,51.256762229745654,27.308449688961172,58.345541192875,1.0,31.16664248792796,35.49014384395611,44.46641590474875,1.0,33.00904169879982,9.590431120351477,100.0
22,88.23854478304595,True,29.775,0.2651278353417823,3444.5242210911406,4223.240916595328,8.721795402874257,31.93683391570722,46.45336928987035,2782.2008708459557,65.00254844395602,124.32701046299769,0.20871153632915718,96.52399504978357,49.82596167219562,2688.9959242332125,23.86295812374858,48.250845573771166,3301.6238615862762,21.720239590704583,70.67276759302665,4.495472956441406,279.5885242530563,104.78078439411051,96.0398248635375,32.021051307356394,14.608841987710514,19.11228053809038,5.669469183150053,14.784426263435781,5.020615022589022,32.48491163041329,21.045128688426864,13.500358880913765,0.6686941583452443,14.130055524110528,6.660728763846488,7.6766375885114915,3.7609959774385247,0.008146063113707818,0.4056443636468144,0.18640742882213773,54.465937923008504,44.60865210319996,29.775,59.227937597004825,50.51024507722575,26.033972991131883,57.28248805663803,1.0,26.149843381456407,34.87626143539693,43.82476380868998,1.0,33.239704488255384,10.661348753322958,100.0
23,87.076158972472,True,29.775,0.2447077500537179,3255.3780308789014,3970.912061337628,8.292570784472122,31.459899138651583,44.97093592255616,2708.6121741287716,64.80139427632295,124.91578655276548,0.23114085934511763,99.84850779301942,49.96601794550576,2617.84746932181,22.52792091810554,49.427889526792555,3214.4381769742226,20.602171999850544,73.38526147020323,3.6288483234646924,276.2816314257634,106.25366168103565,98.25131443380067,32.192295437201324,13.746852534889872,18.737648748689782,5.43208194483861,14.370446272655153,5.378000421653437,32.472428453244156,19.53798964125724,13.510417072433171,0.6436652855615955,13.527855792402596,7.131437938964943,8.67017471040941,4.320022153243341,-0.005968581746738339,0.3340718931974711,0.18067161388234892,54.04440586579832,43.6542429944637,29.775,56.21584157939246,47.477193618981204,24.05563633765629,54.377409059115244,1.0,30.14690027478057,32.73347623134781,41.341157775369865,1.0,31.08505995300094,9.52620203298027,100.0
24,87.93065722350698,True,29.775,0.26105519361047574,3582.046436079619,4355.024538965474,9.051890967707942,32.86842386922529,47.7512684417076,2832.5847894711737,65.1310506036377,122.55098969539495,0.20281332048182005,91.93601373540206,50.25891920655256,2737.6151432765996,24.649974939381185,50.00108860779545,3361.4799559963694,22.437708255706333,66.90720220713771,4.492304623634576,283.14098101020727,102.46794217623786,93.0779420138212,32.29930683148017,15.56911173009232,18.846329454662953,5.925880500122323,16.149666668619226,3.9715688027840095,32.59106744105903,22.51607673167303,13.466416589090812,0.8428488138045143,15.234334176870624,5.250240644005612,6.636087682560834,3.233771046889818,0.016236821416125504,0.5526935173969565,0.18747050301654022,53.74110507941951,43.88298277380561,29.775,61.73799090108713,52.003999729349815,25.62468855790747,59.34259278796901,1.0,24.48986164198947,36.40342352467163,45.538052599564104,1.0,35.29047316478999,11.336784772662721,100.0
25,87.93700349540602,True,29.775,0.22317281005177753,3215.2065159610293,3932.3703760245016,8.208448323286113,32.595917965139996,45.89711894601556,2719.060331697425,64.87761318034177,120.57087470792422,0.20911196902630658,93.31360463986883,50.250279464750406,2628.0226455934435,22.295722647430278,52.21158573586016,3225.6366394130036,20.31717998498113,68.0173629641238,4.701072433063738,279.9040886319404,102.32520865580685,93.79467934513691,32.04824947015242,14.730520004035148,18.597510933313163,5.710242795702472,17.47339193726501,3.2005625369851494,32.491590838157514,20.723314033788892,13.693789015767004,1.139031588630664,17.207926857865253,4.199918530164657,7.085916010370495,3.482605066746288,0.016165892775538628,0.5587364561751873,0.12941344604264954,53.80628334298417,44.437557251535516,29.775,55.52445498586301,47.123341007264244,21.941383737142615,53.759455279363536,1.0,26.394819982149453,32.79302557957057,41.12492833889592,1.0,32.13637783411686,10.473565940563008,100.0
26,86.4245208104224,True,29.775,0.2597345955487921,3395.335286517581,4158.348501460119,8.6436635265787,31.04104014829256,45.03616488457695,2703.8343386764145,64.87980184452408,125.53300966570222,0.23052451133159005,99.3256227205599,50.097911485765096,2612.9106138542984,23.640811982828904,49.64426664468268,3211.426732560035,21.478970378797268,72.84210614768922,3.4966357114782545,273.2625399127644,106.14301820408882,96.9646476085314,32.24938442576204,13.227124808184541,18.520255613139668,5.735374170632879,15.070768591136112,5.686939148364226,32.83611633476577,19.19075361291677,13.361663009008414,0.598069670328166,14.092707452305476,7.6123703418571065,8.462496610414016,4.2246428456860645,0.011795146680495795,0.34861745765778496,0.1928062973686024,53.570701453253285,43.297522165579736,29.775,58.507903210867006,49.55960710985469,25.55408792457567,56.58365508586801,1.0,29.91179774204433,34.26848516445369,43.0614714025709,1.0,32.29738304481178,9.344822217705422,100.0
28,86.50940603369911,True,29.775,0.28113068653059187,3598.4077781034734,4387.881064427611,9.10939240995637,30.71079291807546,45.808112908393596,2739.7950610083403,65.29963397436009,126.02816660012373,0.23051785431991348,97.64942872754752,50.053423675502415,2647.31294436634,25.125062714432808,49.90624346086469,3256.1600634610995,22.557207720498816,71.35287786988185,3.885681312863921,271.57933338788246,105.63052295802622,95.05015993654789,32.30895491276664,13.263005207066092,18.78497510516185,6.030992640768379,15.08077128020119,5.941078617736206,32.52906396787788,19.65011781024511,12.815181135266949,0.6419187683206942,14.022513810976758,8.061597907531183,7.991315479851558,3.944366205703934,0.0018558651951904597,0.4021231887184172,0.22326353744838795,53.8658806147748,43.50147090395732,29.775,62.02480821771081,52.573236114749214,27.640447963231964,59.786609230641396,1.0,29.51436356492703,36.54086235437101,45.70320122394656,1.0,34.29608650441508,10.981601512084755,100.0
29,88.22130336221893,True,29.775,0.25736723278944,3502.308781124414,4258.323038792851,8.900694381053004,32.968341387056256,47.35304489153433,2840.7072616272353,65.13478524158276,123.20130163453055,0.20951909236610197,93.87069861141488,49.79311608822916,2745.8531575292022,24.147568111905976,49.22698524094144,3369.553692984386,21.979635460617573,68.55403780504835,4.931243072098755,284.3564481963389,103.45774509783868,94.85439980967574,32.24367673078736,15.6431231774453,18.78424647201232,5.663687829833679,15.295004598299935,4.383939935921119,32.44948812349024,22.45857979831185,13.539530922914157,0.842226423219939,14.241484777601949,5.804621433243126,6.999573883866359,3.437004907605208,-0.003704507745210646,0.466231875357097,0.1890328515962918,54.093427346538206,43.885578850953365,29.775,60.367326739822,50.969769096508685,25.370176898017654,58.23359872140482,1.0,25.35940978628424,35.46817816967726,44.54631284739763,1.0,34.18420170334715,11.2361694416222,100.0
